#   Step          Temp          Press          PotEng         KinEng         TotEng         E_pair    
    330000   1.005737       0.94212955     15.923648      1.5084546      17.432102     -4.663298     
    331000   1.0059791      0.91716302     15.924663      1.5088178      17.433481     -4.6612718    
    332000   1.0008319      0.90104053     15.935024      1.5010978      17.436122     -4.660833     
    333000   1.0037099      1.0244442      15.933651      1.5054144      17.439065     -4.6616509    
    334000   1.0153941      0.83812782     15.919103      1.5229389      17.442042     -4.6665914    
    335000   1.0127202      1.216527       15.929261      1.5189284      17.448189     -4.6662433    
    336000   1.0149844      0.99064082     15.926127      1.5223243      17.448451     -4.6611599    
    337000   1.0126023      1.1553463      15.932919      1.5187516      17.451671     -4.6627894    
    338000   1.0032616      0.95070602     15.945821      1.5047419      17.450563     -4.6565777    
    339000   1.0021619      0.88191903     15.948207      1.5030925      17.451299     -4.6568154    
    340000   1.0213648      1.1621095      15.924396      1.531894       17.45629      -4.6672171    
    341000   1.0090352      1.008858       15.943844      1.5134014      17.457246     -4.6605224    
    342000   1.0199824      0.9634023      15.929616      1.5298207      17.459437     -4.6775026    
    343000   1.0076004      1.0209163      15.945513      1.5112495      17.456763     -4.6479652    
    344000   1.0063417      0.94622026     15.945144      1.5093616      17.454505     -4.636983     
    345000   1.0035691      0.85041598     15.948808      1.5052032      17.454011     -4.6502282    
